Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,Realtor,Price_CLP_MM,F_homicidio,T_homicidio,R_homicidio,F_rlh,T_rlh,R_rlh,F_rlnh,T_rlnh,R_rlnh,F_r_veh,T_r_veh,R_r_veh,F_r_violencia,T_r_violencia,R_r_violencia,F_violacion,T_violacion,R_violacion,Sector
Peñalolén,ElOlivillo5956,5,3.0,131.0,241.0,1.0,Arévalo Propiedades,286.5,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Maipú,CerroBlanco,2,2.0,75.0,149.0,1.0,Codalu Propiedades,120.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Maipú,CerroBarón,4,2.0,82.0,104.0,1.0,Codalu Propiedades,120.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
PuenteAlto,AvenidaLasNievesOriente,3,3.0,84.0,120.0,1.0,Codalu Propiedades,120.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LoBarnechea,CaminodelYunque,4,3.0,225.0,700.0,2.0,Platoni y Bonet Propiedades,743.83,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
SanBernardo,PasajeTurinPoniente,4,2.0,85.0,155.0,2.0,Rodrigo Cañas de la Cerda Propiedades,151.26,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
PuenteAlto,PasajeIslaNavarino,3,2.0,102.0,86.0,1.0,Margarita Leiva Catalan,117.59,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,LasChilcasNorte,3,2.0,140.0,1000.0,4.0,Gilmpb,355.9,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LoBarnechea,CaminodeLosCastores,6,6.0,350.0,1000.0,7.0,Rsa Gestión Inmobiliaria,960.75,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
PuenteAlto,Canaldelaluz,3,3.0,99.0,157.0,2.0,Enfoque Propiedades,178.27,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,Aguavivanorte,3,1.0,75.0,102.0,1.0,Enfoque Propiedades,130.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,Cabrero,4,1.0,74.0,162.0,2.0,Enfoque Propiedades,140.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Buin,CamiloBerriosQuintanilla,3,3.0,112.0,240.0,2.0,Propiedades Abarca,247.35,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
LaReina,CarlosSilvaVildósola,5,4.0,140.0,220.0,2.0,Equus Gestión Inmobiliaria,432.42,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
PuenteAlto,Independencia381,4,3.0,113.0,178.0,2.0,Giovanna Pomar,203.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,Lamontura,4,3.0,122.0,374.0,2.0,Enfoque Propiedades,274.04,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,PasajelaCañadaOriente,2,2.0,49.0,80.0,1.0,Enfoque Propiedades,93.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Quilicura,EduardoMaira,3,2.0,145.0,247.0,4.0,Margarita Leiva Catalan,208.2,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
PuenteAlto,Sanmaximo,3,2.0,89.0,181.0,3.0,Enfoque Propiedades,164.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaReina,JoséZapiola8774,4,3.0,150.0,210.0,2.0,Helena de Troya,675.0,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Peñalolén,AlvaroCasanova355,5,4.0,220.0,340.0,2.0,Equus Gestión Inmobiliaria,480.46,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Pudahuel,VuelodeCodornizNorte,4,3.0,137.0,225.0,1.0,Promoción Inmobiliaria,249.13,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
Pudahuel,AvenidaPedrodeAretxabala,4,3.0,129.0,228.0,2.0,Promoción Inmobiliaria,266.92,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
LoBarnechea,ContralmiranteFernándezVial/ElTranque,6,5.0,344.0,702.0,5.0,Viel Propiedades dos Ltda.,1299.04,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Colina,Santaelenalosnogalesii,3,3.0,135.0,135.0,2.0,Urbalia,366.58,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Colina,Colina,6,4.0,170.0,610.0,3.0,Proyecta Propiedades - Santa Elena de Chicureo,444.88,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
PadreHurtado,valledelaconcagua,3,1.0,65.0,90.0,2.0,Easyprop,87.0,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Maipú,libertad377,5,6.0,217.0,596.0,5.0,Easyprop,462.67,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
PuenteAlto,eyzaguirre,4,2.0,80.0,100.0,1.0,Easyprop,88.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PadreHurtado,rodolfojaramillo2718,3,3.0,84.0,169.0,2.0,Easyprop,160.16,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Maipú,Olimpo,3,2.0,55.0,93.0,4.0,Easyprop,77.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Maipú,elhelechosur18535,3,1.0,89.0,200.0,3.0,Easyprop,165.49,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Maipú,alcaldejoseluisinfantelarrain,3,3.0,155.0,233.0,4.0,Easyprop,270.48,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LasCondes,Puntadeleste//LasCondes,4,2.0,110.0,258.0,2.0,Nexxos,473.35,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,CiudaddelEste,5,3.0,178.0,264.0,1.0,Nexxos,199.84,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Ñuñoa,MAP-Sevendecasaesquinaparaproyectoocomercioenñuñoa,3,1.0,40.0,198.0,2.0,Easyprop,155.0,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
PuenteAlto,Map-SevendeBellaCasa4H,4,3.0,80.0,105.0,3.0,Easyprop,126.81,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Huechuraba,MAP-SeVendeHermosaCasa3D,3,3.0,107.0,180.0,2.0,Easyprop,266.92,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
Conchalí,MAP-SevendeHermosayampliacasa5H,5,2.0,182.0,250.0,4.0,Easyprop,220.0,7,5.0,alto,155,111.8,medio,296,213.5,bajo,275,198.4,alto,1125,811.5,alto,28,20.2,medio,Norte
PuenteAlto,av.canaldelaluz3640,3,3.0,99.0,300.0,3.0,Easyprop,201.08,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,Venezuela,7,4.0,206.0,1000.0,6.0,Houm,496.48,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LoEspejo,Av.PadreAlbertoHurtado7404,3,1.0,74.0,160.0,4.0,Propiedades Roca.cl,78.12,9,8.8,crítico,139,135.6,medio,220,214.6,medio,197,192.1,alto,900,877.8,crítico,20,19.5,medio,Sur
Maipú,EduardoFreiCercanoAlfredoSilvaCarvallo,4,2.0,84.0,90.0,2.0,Unne,130.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
PuenteAlto,Lomasdelviento,3,1.0,56.0,90.0,1.0,Propital,110.33,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Ñuñoa,Hernancortes//pedrodevaldivia,11,4.0,567.0,702.0,1269.0,Unne,925.34,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
LaFlorida,BosqueChileno2478,3,2.0,65.0,105.0,1.0,Asesoría Inmob.catalantorres,150.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LasCondes,ManquehueSur/AlonsodeCamargo,4,3.0,200.0,500.0,3.0,Bofill y  Asociados Ltda,551.64,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,LaForestaOriente/FranciscoBulnesCorrea,6,5.0,180.0,542.0,2.0,Bofill y  Asociados Ltda,745.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,CaminoLosRefugios/CondominioLosQuillayes,7,5.0,300.0,5600.0,10.0,Bofill y  Asociados Ltda,1031.4,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LasCondes,JumboBilbao,3,2.0,122.0,226.0,2.0,Bofill y  Asociados Ltda,391.49,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaReina,MetroPrincipedeGales,4,2.0,119.0,165.0,1.0,Bofill y  Asociados Ltda,319.95,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Providencia,EliecerParadayhernandodeaguirre,4,3.0,281.0,500.0,4.0,Bofill y  Asociados Ltda,632.79,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Vitacura,ElAromo/LoBeltran,5,4.0,130.0,150.0,2.0,Viel Propiedades dos Ltda.,444.88,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LasCondes,Parnell,3,3.0,113.0,253.0,2.0,Sgq Propiedades,396.83,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Quilicura,Salesianos,2,1.0,80.0,56.0,1.0,Unne,65.84,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Vitacura,FranciscodeAguirre/Espoz,5,5.0,330.0,560.0,4.0,Viel Propiedades dos Ltda.,1281.24,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LasCondes,LosDominicos/Torremolinos,3,2.0,75.0,229.0,3.0,Viel Propiedades dos Ltda.,398.61,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Cerrosanluis,4,4.0,168.0,233.0,3.0,Viel Propiedades dos Ltda.,1263.44,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,PuenteAlto,4,2.0,48.0,123.0,2.0,Agente Propiedades,82.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
CaleradeTango,CaleradeTango,4,2.0,90.0,140.0,1.0,Agente Propiedades,109.0,1,3.4,medio,76,257.9,crítico,138,468.3,alto,21,71.3,bajo,122,414.0,medio,6,20.4,medio,Suroriente
Melipilla,Melipilla,3,3.0,140.0,160.0,2.0,Agente Propiedades,160.0,7,4.8,alto,325,223.2,alto,615,422.4,alto,113,77.6,medio,451,309.8,medio,31,21.3,medio,Surponiente
Recoleta,Recoleta,4,2.0,100.0,245.0,6.0,Agente Propiedades,125.0,20,10.2,crítico,173,88.6,bajo,508,260.3,medio,416,213.1,alto,2438,1249.1,crítico,53,27.2,alto,Norte
Melipilla,Melipilla,6,3.0,120.0,140.0,1.0,Agente Propiedades,118.0,7,4.8,alto,325,223.2,alto,615,422.4,alto,113,77.6,medio,451,309.8,medio,31,21.3,medio,Surponiente
Lampa,alcaldejosesolano,2,1.0,55.0,70.0,1.0,Unne,65.0,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
Talagante,Casa/Parcelaencondominio,3,3.0,181.0,5141.0,3.0,Easyprop,427.04,1,1.2,medio,199,237.4,crítico,446,532.1,crítico,104,124.1,medio,206,245.8,medio,14,16.7,medio,Surponiente
SanBernardo,Franciscoencinaponiente,5,2.0,98.0,107.0,1.0,Easyprop,85.42,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LaFlorida,Callelasmagnoliaslaflorida,4,2.0,123.0,181.0,1.0,Easyprop,156.6,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LoBarnechea,Clubdegolflomas,4,3.0,480.0,1499.0,4.0,Propiedades Viel SpA,1530.37,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Peñalolén,Excelentecasamediterraneaenexclusivocondominio,5,4.0,260.0,550.0,1.0,Movahome Corredores Integrados,583.68,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LaFlorida,Hermosaycomodacasa,3,3.0,325.0,325.0,3.0,Easyprop,409.28,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Maipú,Ampliacasa-pasajecerrado5d+2baraucomaipu,5,2.0,120.0,242.0,2.0,Easyprop,222.44,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Peñalolén,Ampliaycomodacasasectorresidencialpeñalolen,6,4.0,179.0,400.0,2.0,Easyprop,427.08,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Peñalolén,Sectorprivilegiadoyexclusivocomunapeñalolen,5,4.0,160.0,505.0,3.0,Easyprop,469.79,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Peñalolén,Comodisimacasa4d+3bestac.Bodegapeñalolen,3,3.0,122.0,200.0,3.0,Easyprop,288.28,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Peñalolén,Comodisimaypreciosacasa4d+3b3estacionambodega.Peñalolen,4,3.0,110.0,220.0,2.0,Easyprop,270.48,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LaFlorida,Preciosacasaventaaltomacul4d+3b,4,3.0,115.0,300.0,3.0,Easyprop,306.07,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Peñalolén,Casa4d+3bbodega7estacexclusivosectordepeñalolen,4,3.0,237.0,2002.0,7.0,Easyprop,569.44,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LoBarnechea,MalllosTrapenses,5,5.0,350.0,750.0,2.0,Propiedades Viel SpA,1138.88,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Ñuñoa,Bremenconestrellasolitaria,3,2.0,115.0,172.0,2.0,Corredores Asociados - OpenBrokers,302.52,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
PadreHurtado,lagunadelsol,4,3.0,135.0,260.0,3.0,Corredores Asociados - OpenBrokers,220.62,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
LaReina,Helsby10000,5,5.0,311.0,1543.0,6.0,Corredores Asociados - OpenBrokers,992.96,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LaReina,Helsby10000,5,4.0,324.0,1105.0,5.0,Corredores Asociados - OpenBrokers,1032.11,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LasCondes,Quinchamali,6,5.0,402.0,1150.0,4.0,Viel Propiedades dos Ltda.,1089.05,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Monroelagoleta,5,4.0,190.0,395.0,3.0,Vidal Riedel Propiedades - Las Condes.,587.24,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Colina,Carreterageneralsanmartinoriente13340/avenidachicureo,4,4.0,313.0,4411.0,8.0,Vidal Riedel Propiedades - Las Condes.,1245.65,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,Pontevedrahernandodemagallanes,3,2.0,110.0,225.0,3.0,Vidal Riedel Propiedades - Las Condes.,370.14,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Sanfranciscodeasís/avda.Plaza,6,4.0,240.0,226.0,4.0,Vidal Riedel Propiedades - Las Condes.,640.62,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Miradordelosdominicos,4,4.0,380.0,960.0,3.0,Vidal Riedel Propiedades - Las Condes.,1103.29,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Caminoelalbamirasol,4,2.0,300.0,1250.0,8.0,Vidal Riedel Propiedades - Las Condes.,925.34,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Pudahuel,Av.ElCanal,4,3.0,115.0,212.0,2.0,Easyprop,220.0,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
LasCondes,Manquehue/martindezamora,7,4.0,250.0,960.0,4.0,Hobbins Vitacura,1245.65,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Providencia,Lyon/diegodealmagroppw,5,4.0,240.0,500.0,5.0,Hobbins Vitacura,925.34,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
LoBarnechea,Avdaladehesa/camposdegolfladehesappw,6,6.0,450.0,2800.0,11.0,Hobbins Vitacura,1850.68,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LasCondes,Malaga/apoquindo,5,5.0,480.0,1240.0,10.0,OSSANDON CORREDORES ASOCIADOS S.A.,2099.81,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Laslavándulasconcaminolafuente,4,3.0,488.0,2421.0,8.0,OSSANDON CORREDORES ASOCIADOS S.A.,1868.48,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Av.Lascondes/puentenuevo,5,4.0,840.0,2300.0,9.0,OSSANDON CORREDORES ASOCIADOS S.A.,1921.86,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,Acuadrasdelportal,6,3.0,250.0,649.0,6.0,OSSANDON CORREDORES ASOCIADOS S.A.,726.04,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Colina,Santaelenachicureo,4,6.0,160.0,825.0,4.0,Unne,484.02,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Colina,Santaelenachicureo,4,6.0,220.0,825.0,4.0,Unne,484.02,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LoBarnechea,AvenidaLaDehesa/MonseñorAdolfoRodriguez,4,4.0,290.0,720.0,4.0,Welink Propiedades SpA,957.02,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,ManuelGuzmanMaturana,4,4.0,365.0,1182.0,6.0,Welink Propiedades SpA,907.54,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,Locurro,4,4.0,402.0,795.0,5.0,Welink Propiedades SpA,1637.14,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,Locurro,4,4.0,356.0,812.0,5.0,Welink Propiedades SpA,1633.58,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,PanoramicaSur,5,4.0,304.0,600.0,4.0,Welink Propiedades SpA,1170.91,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,LasPataguas/ElTordillo,7,6.0,380.0,1012.0,6.0,Welink Propiedades SpA,1316.47,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Av.ClubGolfLomasdelaDehesa.,4,4.0,430.0,1600.0,6.0,Welink Propiedades SpA,1135.32,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,ParquedelSol/CaminodelSol,5,4.0,450.0,2000.0,5.0,Welink Propiedades SpA,1199.38,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Huinganal,4,3.0,222.0,766.0,6.0,Welink Propiedades SpA,658.42,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,shoppinglaDehesa,5,5.0,280.0,800.0,4.0,OSSANDON CORREDORES ASOCIADOS S.A.,971.61,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Eltranque,4,4.0,200.0,831.0,6.0,OSSANDON CORREDORES ASOCIADOS S.A.,1.42,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Eltranqueinterior,5,4.0,350.0,950.0,10.0,OSSANDON CORREDORES ASOCIADOS S.A.,1.42,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,SantaMariadeManquehue,5,4.0,620.0,1600.0,12.0,OSSANDON CORREDORES ASOCIADOS S.A.,2135.4,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,GolfdeManquehue,4,3.0,260.0,830.0,2.0,OSSANDON CORREDORES ASOCIADOS S.A.,996.52,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Peñaflor,:lacampana455,3,3.0,93.0,93.0,2.0,Corredores Asociados - OpenBrokers,150.0,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
Maipú,Barriolasrosas,3,2.0,61.0,176.0,3.0,Nexxos,127.99,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaFlorida,RojasMagallanes/Paraguay,4,3.0,174.0,209.0,2.0,Urbalia,255.32,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
ElBosque,AvenidaLoMartínez,4,2.0,140.0,162.0,2.0,Intermedia Propiedades,75.0,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Cerrillos,Cerrillos,4,1.0,100.0,106.0,2.0,Intermedia Propiedades,67.0,4,4.5,medio,163,181.4,alto,422,469.6,alto,381,424.0,crítico,923,1027.2,crítico,24,26.7,alto,Surponiente
