Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,Realtor,Price_CLP_MM,F_homicidio,T_homicidio,R_homicidio,F_rlh,T_rlh,R_rlh,F_rlnh,T_rlnh,R_rlnh,F_r_veh,T_r_veh,R_r_veh,F_r_violencia,T_r_violencia,R_r_violencia,F_violacion,T_violacion,R_violacion,Sector
Maipú,Maipú,3,2.0,206.0,206.0,1.0,Agente Propiedades,120.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Cerrillos,Terreno672mts2,2,1.0,51.0,672.0,6.0,Unne,164.71,4,4.5,medio,163,181.4,alto,422,469.6,alto,381,424.0,crítico,923,1027.2,crítico,24,26.7,alto,Surponiente
Colina,PiedraRoja,4,4.0,413.0,5000.0,12.0,Unne,953.81,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,MetroLosDominocos,4,3.0,220.0,388.0,3.0,Easyprop,605.03,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Quilicura,Altamira315,5,3.0,145.0,200.0,3.0,Beroe Propiedades,231.34,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Quilicura,Quilicura,3,1.0,51.0,57.0,1.0,Globo Propiedades,81.15,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
LasCondes,Quinchamalí,5,4.0,336.0,732.0,4.0,Sucursal Cantagallo,836.36,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Pudahuel,Avlosmolinos,3,3.0,110.0,190.0,1.0,Unne,238.45,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
LasCondes,Bombay/RosarioRosales,3,1.0,64.0,310.0,2.0,Vivaqui Propiedades,359.99,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Pirque,ClubelPrincipal,4,5.0,250.0,5900.0,9.0,Easyprop,498.26,1,3.1,medio,49,154.2,medio,78,245.4,medio,7,22.0,bajo,37,116.4,bajo,6,18.9,medio,Suroriente
PuenteAlto,PuenteAlto,2,1.0,90.0,90.0,2.0,Agente Propiedades,90.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaReina,Ossandón/PríncipedeGales,4,4.0,159.0,300.0,2.0,Unne,526.73,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LaReina,LynchSurconJoseBordes,3,1.0,81.0,192.0,2.0,Unne,277.6,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
ElBosque,caminolasquintasconloblanco,4,1.0,70.0,70.0,1.0,Easyprop,80.0,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
PuenteAlto,PuenteAlto,2,1.0,52.0,100.0,2.0,Agente Propiedades,68.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Macul,FedericoGana/JuanGuzmanCruchaga,3,3.0,240.0,240.0,4.0,Unne,298.96,4,2.9,medio,255,186.0,alto,547,399.0,alto,245,178.7,medio,867,632.5,alto,35,25.5,alto,Suroriente
Colina,CaminoLasPataguas,4,3.0,425.0,160.0,2.0,Unne,459.11,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Vitacura,Fatima,4,3.0,231.0,800.0,2.0,Unne,1174.47,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LaFlorida,CondominioVistaValle,4,3.0,140.0,385.0,2.0,Easyprop,348.78,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Paine,ElVinculo/Paine,4,3.0,260.0,8600.0,3.0,Easyprop,457.33,1,1.2,medio,230,268.2,crítico,435,507.2,crítico,98,114.3,medio,212,247.2,medio,23,26.8,alto,Sur
LoPrado,Casaventaenparquealameda.,3,2.0,98.0,170.0,3.0,Easyprop,170.0,8,7.7,alto,162,156.2,medio,290,279.6,medio,256,246.8,alto,937,903.3,crítico,27,26.0,alto,Norponiente
LoBarnechea,MonteCarmelo/ElGolfdeManquehue,4,3.0,363.0,1216.0,5.0,Sucursal Cantagallo,1024.99,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Recoleta,josemiguelcarrera3740,4,2.0,103.0,128.0,2.0,Mi Llave,117.45,20,10.2,crítico,173,88.6,bajo,508,260.3,medio,416,213.1,alto,2438,1249.1,crítico,53,27.2,alto,Norte
Quilicura,Villalomarcoleta/4dormitorios/1baño,4,1.0,82.0,83.0,2.0,Vip Gestion Inmobiliaria,85.77,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Peñalolén,Arboretum,3,3.0,217.0,920.0,3.0,Unne,640.62,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Paine,CaminoSanRoberto,3,4.0,191.0,2660.0,10.0,Easyprop,345.22,1,1.2,medio,230,268.2,crítico,435,507.2,crítico,98,114.3,medio,212,247.2,medio,23,26.8,alto,Sur
Peñaflor,autopistadelsol/avmanuelcastillo,4,4.0,350.0,5000.0,1.0,Jorge Pablo Caro Propiedades,569.44,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
PuenteAlto,HaciendaElPeñón,5,4.0,160.0,350.0,2.0,Easyprop,288.28,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
SanMiguel,AvenidaLoOvalle1571,3,1.0,113.0,387.0,6.0,Unne,222.44,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
LasCondes,PresidenteErrazuriz-GertrudisEcheñique,4,4.0,207.0,295.0,1.0,VALVAL,711.09,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaFlorida,RojasMagallaneshacialacordillera,5,4.0,140.0,315.0,2.0,Easyprop,324.58,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Recoleta,Am-55467universidaddechile/aveinstein,4,2.0,115.0,182.0,1.0,Propiedades Centro Santiago SPA,123.0,20,10.2,crítico,173,88.6,bajo,508,260.3,medio,416,213.1,alto,2438,1249.1,crítico,53,27.2,alto,Norte
LasCondes,MiradordeSanCarlosdeApoquindo,5,6.0,380.0,930.0,3.0,Mi Llave,1103.29,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,Sevendehermosaycómodacasaenvillalosproductores,3,1.0,65.0,83.0,1.0,Movahome Corredores Integrados,78.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Pudahuel,PuertoSaavedra/LagunaSur,4,2.0,90.0,120.0,2.0,Unne,85.0,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
Lampa,ValleGrande,3,3.0,95.0,174.0,2.0,Grupo Premium Propiedades Santiago,137.02,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
EstaciónCentral,Arica/jotabeche,6,3.0,185.0,310.0,2.0,Mauricio Pino Propiedades,290.0,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
CaleradeTango,2casasCondominioLasAraucarias/CaleradeTango,4,5.0,355.0,5000.0,3.0,Alonso Baeza Rivera y Cía. Ltda.,597.91,1,3.4,medio,76,257.9,crítico,138,468.3,alto,21,71.3,bajo,122,414.0,medio,6,20.4,medio,Suroriente
EstaciónCentral,Ventacasapararemodelar.Excelenteubicación.Estacióncentral,2,1.0,180.0,180.0,2.0,Easyprop,130.0,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
LoPrado,sanjorge817,4,1.0,120.0,300.0,2.0,Unne,145.92,8,7.7,alto,162,156.2,medio,290,279.6,medio,256,246.8,alto,937,903.3,crítico,27,26.0,alto,Norponiente
Peñalolén,Comunidadecologica,12,8.0,561.0,1860.0,1.0,Nativo Propiedades,672.65,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Lampa,Lagunanorte,3,3.0,84.0,133.0,2.0,Nativo Propiedades,142.36,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
Lampa,Yc59603elsendero/gralsanmartinnte,3,3.0,101.0,135.0,1.0,Propiedades Centro Santiago SPA,145.39,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
EstaciónCentral,Elboldo2,2,1.0,72.0,77.0,1.0,Ferrada & vial Spa,130.79,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Macul,Marathon/LosEspinos,4,2.0,85.0,264.0,1.0,Jaime Moris Propiedades (Providencia),289.0,4,2.9,medio,255,186.0,alto,547,399.0,alto,245,178.7,medio,867,632.5,alto,35,25.5,alto,Suroriente
LasCondes,Franciscobilbao/tomásmoro,4,3.0,180.0,470.0,2.0,Unne,729.6,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Vitacura,Locurro,5,5.0,700.0,5000.0,20.0,Sucursal Cantagallo,2313.35,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Renca,Hermosayespaciosacasaenrenca,5,2.0,116.0,115.0,1.0,Movahome Corredores Integrados,181.47,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
LoBarnechea,LosTrapenses,5,3.0,225.0,619.0,2.0,Sucursal Cantagallo,818.57,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Lampa,ValleGrande,4,3.0,106.0,150.0,2.0,Grupo Premium Propiedades Santiago,147.66,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
Vitacura,CarolinaRabat/LaVendimia,5,5.0,628.0,1003.0,5.0,Unne,1708.32,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
QuintaNormal,RadalconSanPablo.,4,2.0,80.0,100.0,3.0,Unne,137.0,10,7.1,alto,167,119.2,medio,343,244.9,medio,733,523.4,crítico,1502,1072.4,crítico,40,28.6,alto,Norponiente
LaFlorida,Corindon1512,4,2.0,95.0,131.0,3.0,Partners & Advisers Propiedades,102.32,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LaReina,LynchnorteconAvLarrain,5,3.0,210.0,750.0,2.0,Santa Lucia Propiedades,729.6,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LoPrado,LasEncinas,4,1.0,82.0,208.0,1.0,Vivanco Propiedades,135.0,8,7.7,alto,162,156.2,medio,290,279.6,medio,256,246.8,alto,937,903.3,crítico,27,26.0,alto,Norponiente
PadreHurtado,PadreMartingusinde&papaJuanPablo,3,1.0,50.0,130.0,2.0,Unne,110.0,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Quilicura,-33.388144-70.729009,4,3.0,108.0,231.0,1.0,Todo Propiedades,198.95,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Peñalolén,VentaCasa8DormitoriosPeñalolén,8,5.0,120.0,210.0,1.0,Invierte Propiedades,180.0,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LasCondes,CondominioCumbreSanDamianAmoblado,6,5.0,317.0,630.0,4.0,Unne,1014.32,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Recoleta,Avrecoleta/av.Einstein,5,3.0,228.0,558.0,5.0,Mauricio Pino Propiedades,359.46,20,10.2,crítico,173,88.6,bajo,508,260.3,medio,416,213.1,alto,2438,1249.1,crítico,53,27.2,alto,Norte
LaGranja,osorno0517,8,4.0,350.0,575.0,2.0,Mi Llave,215.0,8,6.6,alto,168,138.6,medio,325,268.2,medio,242,199.7,alto,997,822.8,alto,31,25.6,alto,Sur
LasCondes,SanRamon1800-2100,6,5.0,210.0,452.0,2.0,MMS Corredora de Propiedades,774.08,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Maipú,Maipú,6,4.0,180.0,180.0,1.0,Agente Propiedades,150.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LasCondes,CercanoaMallSport,5,4.0,300.0,2900.0,6.0,Grupo AG Propiedades,3203.1,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PadreHurtado,Saningnacio/autopistadelsol,3,2.0,87.0,110.0,1.0,Easyprop,119.23,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
PuenteAlto,AvSanCarlosconMexico,3,1.0,54.0,62.0,1.0,Unne,80.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LasCondes,GeneralBlanche-AlmiranteSoublette,6,4.0,430.0,160.0,3.0,Unne,462.31,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Providencia,Manuelmontt/valenzuelacastillo/alférezreal,6,3.0,225.0,372.0,3.0,Sucursal El Bosque Sur,551.64,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
SanBernardo,Arg750sb,1,1.0,65.0,132.0,1.0,Scn Propiedades Ltda,60.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Renca,Lossilos,4,3.0,125.0,194.0,2.0,Unne,195.0,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
LasCondes,FelixdeAmesti/LaCapitanía,4,4.0,456.0,666.0,2.0,Unne,953.81,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,PaimunPoniente,2,1.0,45.0,54.0,1.0,Unne,70.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Macul,Macul,9,5.0,152.0,300.0,3.0,Agente Propiedades,252.69,4,2.9,medio,255,186.0,alto,547,399.0,alto,245,178.7,medio,867,632.5,alto,35,25.5,alto,Suroriente
Colina,PiedraRoja,4,3.0,180.0,427.0,2.0,Unne,516.05,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
SanBernardo,SanBernardo,3,3.0,97.0,250.0,3.0,SyA Propiedades LTDA.,231.34,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Colina,AvenidaJoseRabat,3,3.0,153.0,420.0,2.0,Houm,451.99,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Colina,Lasbrisas,5,4.0,381.0,1500.0,4.0,Unne,871.96,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Providencia,Bilbao/amapolas/metrobilbao,5,5.0,365.0,544.0,7.0,Sucursal El Bosque Sur,808.71,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Ñuñoa,Irarrazavalconpedrodevaldivia,2,2.0,102.0,103.0,2.0,Unne,295.4,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
ElBosque,VolcánLlaimaconLoMoreno,3,1.0,80.0,150.0,1.0,Unne,110.33,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Paine,Aculeo/.,3,4.0,248.0,11700.0,1.0,Mauricio Pino Propiedades,387.93,1,1.2,medio,230,268.2,crítico,435,507.2,crítico,98,114.3,medio,212,247.2,medio,23,26.8,alto,Sur
LaCisterna,VentaCasa6DormitoriosLaCisterna,6,3.0,320.0,540.0,1.0,Invierte Propiedades,290.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
LasCondes,Teno/Yelcho,4,4.0,190.0,299.0,2.0,Grupo Inovo,484.02,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Independencia,domingosantamaria1627,6,3.0,161.0,320.0,2.0,Mi Llave,252.33,7,4.7,alto,109,72.6,bajo,331,220.6,medio,404,269.2,alto,954,635.7,alto,34,22.7,alto,Norte
SanBernardo,Condominiosantafilomena,3,3.0,90.0,160.0,1.0,Mi Llave,136.5,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Quilicura,Vallelocampino,5,2.0,120.0,192.0,2.0,Grupo Premium Propiedades Santiago,160.16,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
PadreHurtado,SanMarcos/VillaTodosLosSantos/PadreHurtado,3,1.0,92.0,130.0,1.0,Unne,81.86,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Providencia,Valenzuelacastillo/miguelclaro,10,3.0,232.0,377.0,6.0,Easyprop,540.97,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Quilicura,Avenidalastorres,3,2.0,68.0,84.0,1.0,Unne,115.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
LaCisterna,GranAvenida/Paulina,3,1.0,110.0,270.0,1.0,Luz Godoy Propiedades,350.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
Ñuñoa,Juandiaz,3,2.0,205.0,206.0,4.0,Unne,562.32,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
LoBarnechea,MonteCarmelo/LosTrapences,5,5.0,363.0,1216.0,5.0,Sucursal Cantagallo,1024.99,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Maipú,AvdaelRosalycordilleradelosandes.w,2,1.0,46.0,62.0,1.0,Unne,75.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Providencia,Av.PedrodeValdiviaNorteS/N,6,3.0,238.0,322.0,3.0,Easyprop,640.62,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
LasCondes,ManquehueconAlejandroFleming,10,4.0,330.0,860.0,2.0,Grupo Premium Propiedades Santiago,988.01,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Colina,CondominioValleNogales,3,3.0,120.0,420.0,3.0,Mi Llave,368.36,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
PedroAguirreCerda,MiguelDavila,4,1.0,90.0,220.0,1.0,Easyprop,150.0,9,8.5,crítico,206,193.4,alto,317,297.7,medio,232,217.8,alto,701,658.2,alto,28,26.3,alto,Sur
Peñaflor,Casaencondominiopeñaflor,3,2.0,90.0,200.0,1.0,Movahome Corredores Integrados,123.32,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
Providencia,Casapararemodelar/metrosalvador/plazadelaaviacion,5,3.0,146.0,213.0,1.0,Acom Propiedades,330.99,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Peñalolén,LasPerdices/QuebradadeMacul,3,3.0,108.0,144.0,2.0,Vivaqui Propiedades,302.16,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
PuenteAlto,bomberobelarminomeza01747,2,1.0,49.0,79.0,2.0,Arsen Propiedades,70.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
SanBernardo,FaldeosdeNos,3,3.0,75.0,134.0,2.0,Grupo AG Propiedades,145.74,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
SanMiguel,loovalleconprimeraavenida,3,2.0,125.0,300.0,5.0,Unne,228.0,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
ElBosque,Alejandroguzmanjuliocubarrubia,2,1.0,65.0,80.0,2.0,Mi Llave,58.5,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Ñuñoa,Hermosacasaenventañuñoa4dorm.congranpatio519m,4,2.0,139.0,519.0,3.0,Easyprop,423.52,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
Lampa,Pje.SauceAmargo577,4,1.0,80.0,98.0,2.0,Cesar Galaz,76.0,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
Santiago,Copiapoconliracomercial,6,3.0,288.0,194.0,1.0,Unne,260.0,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
PuenteAlto,CardenalOviedoconSanCarlos,3,2.0,57.0,149.0,2.0,Unne,118.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Lampa,Vallegrande,4,4.0,71.0,128.0,1.0,Movahome Corredores Integrados,142.0,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
Colina,Elmaizal,5,5.0,330.0,5000.0,8.0,Mi Llave,800.78,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Maipú,4poniente/rinconada,2,2.0,51.0,100.0,1.0,Unne,140.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LoBarnechea,Delcorregidor,6,6.0,617.0,2061.0,3.0,Easyprop,1982.36,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LasCondes,PresidenteErrazuriz,4,3.0,247.0,310.0,1.0,Unne,921.78,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,Marianolatorre,5,1.0,90.0,403.0,1.0,Unne,170.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,ReAntu9516,5,3.0,139.0,200.0,1.0,Arsen Propiedades,256.25,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Ñuñoa,EduardoCastilloVelazcoconLosAliagas,4,2.0,130.0,170.0,2.0,Unne,319.95,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
SanJoaquín,Juanbebastianbach(ag)/vivaldi,4,2.0,230.0,600.0,6.0,Propiedades Centro Santiago SPA,462.67,11,10.6,crítico,147,141.7,medio,322,310.5,medio,217,209.2,alto,597,575.7,alto,18,17.4,medio,Sur
Providencia,Rancagua/Salvador,8,4.0,460.0,771.0,4.0,Easyprop,924.98,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
SanBernardo,EsquinaRositaRenar,4,2.0,44.0,85.0,2.0,Unne,105.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
SanBernardo,VillaEduardoAnguita,3,1.0,43.0,43.0,1.0,Urbalia,56.94,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Vitacura,AlmiranteAcevedo,3,2.0,109.0,346.0,2.0,Unne,836.36,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Buin,VentaCasa4DormitoriosBuin,4,2.0,80.0,113.0,1.0,Invierte Propiedades,80.29,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
Providencia,EsquinaLuisthayerOjeda/.,10,4.0,270.0,450.0,4.0,Mauricio Pino Propiedades,844.91,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
